ID,Ime,Spol,Rojstni Kraj,Leto Rojstva,Starost,Stanje,Ogledi Slo,Ogledi Ang,Povezave Slo,Povezave Ang,Dolžina Slo,Dolžina Ang
1231561,Matt Stajan,Moški,Mississauga,1983,35,Živ,8,1979,3,82,279,2449
1242668,Avgust Pavel,Moški,Cankova,1886,59,Mrtev,30,62,113,36,737,1635
1247104,Fata Salkunič,Ženska,Ljubljana,1991,28,Živ,2,21,1,7,124,196
1249359,Aleš Mušič,Moški,Ljubljana,1982,37,Živ,7,33,63,28,643,320
1254183,Stjepan Spevec,Moški,Vukovci,1839,65,Mrtev,0,18,40,9,332,215
1254746,Drago Grubelnik,Moški,Radlje ob Dravi,1976,39,Mrtev,22,23,16,22,199,307
1256081,Dražen Sermek,Moški,,1969,50,Živ,2,33,10,18,73,346
1260275,Franc Horvat,Moški,Kuštanovci,1941,78,Živ,40,75,355,37,2092,572
1260371,Bojan Stupica,Moški,Ljubljana,1910,59,Mrtev,25,116,264,15,1110,3453
1261547,Bruno Brun,Moški,Hrastnik,1910,66,Mrtev,3,47,1,41,193,559
1262039,Špela Rozin,Ženska,Ljubljana,1943,76,Živ,40,153,9,25,375,265
1263588,Oto Pestner,Moški,Celje,1956,63,Živ,576,266,115,90,1304,355
1263976,Ernest Ačkun,Moški,Hrastnik,1930,71,Mrtev,8,106,2,39,168,610
1268202,Dušan Podpečan,Moški,Celje,1975,44,Živ,4,13,8,8,90,126
1268259,Duško Pavasović,Moški,,1976,43,Živ,17,189,17,27,85,218
1271168,Aljaž Bedene,Moški,Ljubljana,1989,30,Živ,129,2758,39,585,1058,2189
1272422,Tone Seliškar,Moški,Ljubljana,1900,69,Mrtev,497,68,346,19,2003,320
1275522,Silvo Plut,Moški,Novo mesto,1968,38,Mrtev,624,579,14,10,337,306
1277170,Taras Kermauner,Moški,Ljubljana,1930,78,Mrtev,110,54,509,212,2570,1879
1278140,Josip Murn - Aleksandrov,Moški,Ljubljana,1879,22,Mrtev,524,129,81,39,911,887
1280314,Sergej Mašera,Moški,,1912,28,Mrtev,74,70,11,28,771,1145
1282852,Josip Vandot,Moški,Kranjska Gora,1884,60,Mrtev,271,126,68,43,1204,328
1284327,Tita Kovač,Ženska,Novo mesto,1930,85,Mrtev,16,30,14,12,207,255
1284332,Jana Milčinski,Ženska,Ljubljana,1920,86,Mrtev,22,20,10,10,288,214
1285890,Sašo Bertoncelj,Moški,Kranj,1984,35,Živ,44,84,7,62,961,166
1290226,Rok Kronaveter,Moški,Maribor,1986,32,Živ,222,435,46,126,369,1568
1291392,Edvard Vecko,Moški,Hrastnik,1944,74,Živ,14,28,3,88,120,993
1310829,Jože Poklukar,Moški,,1973,46,Živ,8,13,7,10,114,119
1338151,Rok Urbanc,Moški,,1985,34,Živ,6,29,21,30,153,197
1340325,Matjaž Kopitar,Moški,,1965,53,Živ,18,127,70,13,567,214
1340371,Ivan Trajkovič,Moški,Zagreb,1991,28,Živ,111,82,3,32,94,123
1345407,Aleš Gorza,Moški,Slovenj Gradec,1980,39,Živ,12,23,15,35,166,229
1345485,Ignacij Knoblehar,Moški,Škocjan,1819,38,Mrtev,187,87,32,61,381,717
1346264,Marko Dolenc,Moški,Ljubljana,1972,47,Živ,5,11,8,14,104,121
1348474,Senad Tiganj,Moški,Jesenice,1975,44,Živ,29,90,36,52,222,545
1353796,Mitja Kunc,Moški,Črna na Koroškem,1971,47,Živ,23,37,25,51,335,369
1355934,Ermin Rakovič,Moški,Maribor,1977,42,Živ,37,115,13,46,164,715
1361315,Miran Burgič,Moški,Trbovlje,1984,35,Živ,20,46,31,90,160,532
1365796,Rok Flander,Moški,Kranj,1979,40,Živ,27,28,21,45,473,263
1365887,Tomaž Čižman,Moški,Ljubljana,1965,54,Živ,18,21,14,26,145,141
1366238,Janez Jazbec,Moški,Novo mesto,1984,34,Živ,10,25,10,7,76,107
1369372,Luka Špik,Moški,Kranj,1979,40,Živ,47,120,43,155,316,814
1369465,Andreja Gomboc,Ženska,Murska Sobota,1969,49,Živ,99,76,15,22,1160,1160
1369725,Pedro Opeka,Moški,Buenos Aires,1948,71,Živ,261,558,16,15,560,1061
1371533,Etien Velikonja,Moški,Šempeter pri Gorici,1988,30,Živ,35,479,34,122,276,1931
1376233,Janez Lapajne,Moški,Celje,1967,52,Živ,18,80,30,99,993,1067
1378416,Samuel Žbogar,Moški,Postojna,1962,57,Živ,28,270,71,45,457,540
1379874,Janez Marič,Moški,Bled,1975,44,Živ,23,33,20,79,219,172
1386018,Matej Mugerli,Moški,Nova Gorica,1981,38,Živ,7,40,12,57,171,506
1389373,Rudi Istenič,Moški,,1971,48,Živ,13,53,28,48,194,299
1389433,Igor Medved,Moški,Ljubljana,1981,38,Živ,8,23,13,12,181,109
1389581,Mitja Dragšič,Moški,Maribor,1979,40,Živ,10,18,16,17,211,121
1393163,Vasilij Melik,Moški,Ljubljana,1921,88,Mrtev,46,36,743,21,2692,481
1395360,Primož Urh-Zupan,Moški,,1983,36,Živ,6,17,8,16,182,82
1396203,Pia Tajnikar,Ženska,Ljubljana,1985,34,Živ,25,29,7,20,101,135
1396691,Alenka Goljevšček Kermauner,Ženska,Ljubljana,1933,83,Mrtev,30,39,403,10,1212,376
1397983,Josip Stritar,Moški,Velike Lašče,1836,87,Mrtev,298,78,143,120,3997,857
1398041,Samo Kuščer,Moški,,1952,67,Živ,20,22,10,9,137,168
1398765,Mitja Mörec,Moški,Murska Sobota,1983,36,Živ,10,128,7,32,103,565
1399037,Vasja Bajc,Moški,Ljubljana,1962,57,Živ,13,29,26,8,421,214
1399784,Goran Janus,Moški,Ljubljana,1970,49,Živ,25,28,22,11,527,474
1399798,Rene Mihelič,Moški,Maribor,1988,31,Živ,19,783,5,109,119,653
1399832,Robert Meglič,Moški,,1974,44,Živ,16,11,17,15,196,130
1413662,Mihael Županek,Moški,Šalovci,1830,74,Mrtev,4,25,12,23,260,199
1415458,Mihael Brejc,Moški,Beograd,1947,71,Živ,66,49,160,20,803,627
1430463,Rajko Lotrič,Moški,,1962,57,Živ,8,23,23,16,135,171
1447270,Franc de Paula Hladnik,Moški,Idrija,1773,71,Mrtev,14,23,28,27,891,488
1476075,Michele Skatar,Moški,Koper,1985,33,Živ,6,51,0,13,157,342
1491604,Gal Koren,Moški,Domžale,1992,27,Živ,6,33,8,10,502,101
1492284,Jure Golčer,Moški,Maribor,1977,42,Živ,10,32,12,42,59,483
1496745,Gašper Berlot,Moški,Slovenj Gradec,1990,29,Živ,2,13,6,25,123,146
1502530,Janez Bernik,Moški,,1933,82,Mrtev,56,75,1216,277,3461,2435
1509087,Matjaž Rozman,Moški,Ptuj,1987,32,Živ,12,28,2,30,138,374
1545201,Gregor Virant,Moški,Ljubljana,1969,49,Živ,199,179,147,42,1247,935
1545223,Gregor Žerjav,Moški,Lož,1882,46,Mrtev,15,31,18,45,504,740
1545248,Matej Hočevar,Moški,Ljubljana,1982,37,Živ,3,25,38,21,492,186
1556027,Gustav Ipavec,Moški,Šentjur,1831,77,Mrtev,61,20,162,120,818,580
1564209,Matija Barl,Moški,Ljubljana,1940,78,Mrtev,149,199,11,11,154,363
1564244,Sebastijan Cavazza,Moški,Kranj,1973,46,Živ,463,2028,33,14,275,96
1581584,Matjaž Kladnik,Moški,Ljubljana,1975,44,Živ,4,7,14,11,193,127
1587562,Marijan Pušnik,Moški,Slovenj Gradec,1960,58,Živ,39,153,36,140,531,891
1605703,Edvard Ravnikar,Moški,Novo mesto,1907,85,Mrtev,264,267,774,376,2701,1239
1605863,Marjan Šetinc,Moški,Brežice,1949,70,Živ,14,23,143,19,1081,937
1613191,Herman Celjski,Moški,Celje,1383,38,Mrtev,19,46,12,9,472,540
1628512,Milan Zver,Moški,Ljubljana,1962,57,Živ,78,149,213,42,1177,1044
1642178,Alenka Zupančič Žerdin,Ženska,Ljubljana,1966,53,Živ,33,1379,4,27,158,582
1647927,Alen Roj,Moški,Maribor,1992,26,Živ,2,31,3,31,194,268
1657495,Ignacij Klemenčič,Moški,Trebnje,1853,48,Mrtev,14,80,12,21,286,126
1657720,Igor Lazič,Moški,,1979,39,Živ,23,56,4,10,123,142
1668109,Jožko Šavli,Moški,Zatolmin,1943,67,Mrtev,20,34,12,103,284,669
1674888,Ištvan Korpa,Moški,,1945,73,Živ,15,50,2,78,134,775
1675783,Ivo Lah,Moški,Cerknica,1896,82,Mrtev,16,69,13,21,138,354
1676158,Iztok Osojnik,Moški,Ljubljana,1951,68,Živ,29,39,48,22,683,477
1679332,Jakob Savinšek,Moški,Kamnik,1922,39,Mrtev,72,68,138,136,326,862
1682686,Janez Drozg,Moški,Celje,1933,72,Mrtev,11,47,442,181,2256,1700
1682690,Janez Strajnar,Moški,Ljubljana,1971,48,Živ,20,16,1,8,155,104
1682818,Janko Ravnik,Moški,Bohinjska Bistrica,1891,91,Mrtev,33,50,300,15,1153,142
1695374,Janez Ludvik Schönleben,Moški,Ljubljana,1618,62,Mrtev,30,36,18,9,224,251
1695581,Luka Elsner,Moški,Ljubljana,1982,37,Živ,111,1770,29,102,309,505
1706993,Klemen Štrajhar,Moški,Ljubljana,1994,25,Živ,3,14,3,18,91,122
1707805,Goran Jagodnik,Moški,Koper,1974,45,Živ,34,407,29,65,590,619
1708717,Josip Ipavec,Moški,Šentjur,1873,47,Mrtev,24,19,123,120,327,538
1710276,Jože Mehle,Moški,Ljubljana,1980,39,Živ,2,22,8,11,103,121
1710277,Jože Dežman,Moški,Lesce,1955,64,Živ,118,54,19,17,286,688
1710280,Jože Prelogar,Moški,Ljubljana,1959,60,Živ,24,31,1,17,197,155
1713830,Jure Dobelšek,Moški,Celje,1984,35,Živ,4,10,4,18,130,130
1733874,Karlo Umek,Moški,Brežice,1917,93,Mrtev,18,19,132,11,132,217
1740190,Kevin Kampl,Moški,,1990,29,Živ,218,5925,7,157,611,1544
1743645,Marijan Lipovšek,Moški,Ljubljana,1910,85,Mrtev,72,77,1166,34,4599,557
1754963,Nastja Govejšek,Ženska,Celje,1997,22,Živ,0,23,4,51,60,183
1754970,Anja Čarman,Ženska,Škofja Loka,1985,34,Živ,18,25,12,91,177,399
1773598,Siniša Anđelković,Moški,Kranj,1986,33,Živ,20,279,8,85,140,892
1799194,Ludvik Zajc,Moški,Jesenice,1943,68,Mrtev,10,23,9,11,283,181
1811902,Giovanni Plazzer,Moški,Koper,1909,73,Mrtev,0,16,10,8,82,68
1812273,Giovanni Scher,Moški,Koper,1915,76,Mrtev,0,15,11,10,80,154
1812361,Bruno Vattovaz,Moški,Koper,1912,31,Mrtev,0,9,10,8,82,76
1819410,Leonid Pitamic,Moški,Postojna,1885,85,Mrtev,42,35,57,18,629,565
1824937,Lili Drčar,Ženska,,1990,29,Živ,8,17,1,12,185,182
1835239,Blaža Klemenčič,Ženska,Selca,1980,39,Živ,32,73,12,33,224,217
1847011,Miljenko Licul,Moški,,1946,62,Mrtev,75,71,497,122,2533,1714
1851802,Matic Skube,Moški,Kranj,1988,31,Živ,11,11,11,16,160,291
1851922,Mitja Oranič,Moški,Kranj,1986,33,Živ,3,15,5,20,77,126
1856006,Marcel Rodman,Moški,"Rodine, Žirovnica",1981,38,Živ,27,120,74,75,727,760
1861677,Peter Bossman,Moški,Akra,1955,63,Živ,61,306,11,58,223,1108
1873447,Lucija Larisi,Ženska,Jesenice,1975,43,Živ,9,26,9,13,149,117
1876840,Luka Juhart,Moški,Celje,1982,37,Živ,15,25,3,4,217,306
1876850,Luka Petrič,Moški,Maribor,1984,35,Živ,11,17,5,20,207,276
1885997,Maja Pohar,Ženska,Ljubljana,1976,43,Živ,7,42,6,39,69,607
1899746,Marjan Burgar,Moški,,1952,67,Živ,0,9,4,6,110,120
1899757,Marjan Vidmar (biatlonec),Moški,Ljubljana,1960,59,Živ,0,7,2,6,72,118
1900821,Marko Kmetec,Moški,Ptuj,1976,43,Živ,20,28,28,48,189,320
1900836,Marko Elsner,Moški,Ljubljana,1960,59,Živ,59,423,19,80,171,464
1900839,Marko Letonja,Moški,,1961,58,Živ,22,111,301,118,1456,171
1908162,Matejka Mohorič,Ženska,Kranj,1978,41,Živ,3,11,7,7,74,119
1908834,Matija Pintarič,Moški,Maribor,1989,30,Živ,3,51,22,21,461,168
1908877,Matjaž Poklukar,Moški,,1973,46,Živ,12,10,10,17,136,121
1908879,Matjaž Pungertar,Moški,Ljubljana,1990,29,Živ,9,10,9,15,183,132
1932743,Miha Žvižej,Moški,Celje,1987,31,Živ,47,132,20,34,530,209
1934173,Miladin Kozlina,Moški,Celje,1983,36,Živ,35,69,24,34,82,192
1937011,Rajko Tavčar,Moški,Kranj,1974,45,Živ,11,62,33,49,239,277
1937244,Minka Govekar,Ženska,Trebnje,1874,75,Mrtev,10,13,22,3,727,274
1938947,Urška Žolnir,Ženska,Celje,1981,38,Živ,80,125,103,178,715,429
1939671,Mitja Brodar,Moški,Ljubljana,1921,91,Mrtev,17,24,9,13,509,460
1939707,Mitja Robar,Moški,Maribor,1983,36,Živ,20,74,47,30,610,378
1968767,Josip Vidmar,Moški,Ljubljana,1895,96,Mrtev,135,175,484,55,3285,528
1969431,Aleš Debeljak,Moški,Ljubljana,1961,54,Mrtev,86,131,333,140,2192,2198
1969957,Rolando Pušnik,Moški,Celje,1961,57,Živ,19,56,18,41,195,194
1973597,Gustave Satter,Moški,Brežice,1832,46,Mrtev,5,27,124,10,450,274
1988873,Jasmin Kurtić,Moški,Črnomelj,1989,30,Živ,236,1714,9,135,177,1167
1991329,Sašo Filipovski,Moški,Ljubljana,1974,45,Živ,40,461,7,31,259,455
2016907,Rok Štraus,Moški,Maribor,1987,32,Živ,10,61,3,33,175,375
2017721,Miral Samardžić,Moški,Jesenice,1987,32,Živ,63,266,18,109,303,946
2022882,Miran Jarc,Moški,Črnomelj,1900,42,Mrtev,96,41,290,270,1916,964
2024776,Dragutin Mate,Moški,Čakovec,1963,56,Živ,66,45,80,15,456,504
2032509,Tomo Česen,Moški,Kranj,1959,59,Živ,116,403,58,48,617,361
2032761,Miha Zupan,Moški,Kranj,1982,37,Živ,105,266,36,51,413,1220
2033668,Gašper Vidmar,Moški,Ljubljana,1987,32,Živ,65,880,32,127,300,501
2033827,Jaka Klobučar,Moški,Novo mesto,1987,32,Živ,102,422,31,39,770,508
2046611,Jan Cvitkovič,Moški,Ljubljana,1966,53,Živ,115,92,325,25,384,274
2057044,Slaviša Stojanović,Moški,,1969,49,Živ,68,1305,38,252,577,1264
2058682,Jan Oblak,Moški,Škofja Loka,1993,26,Živ,863,32048,18,251,573,3889
2063514,Samo Gostiša,Moški,,1972,47,Živ,11,14,26,21,137,129
2066244,Danijel Brezič,Moški,Murska Sobota,1976,43,Živ,14,19,5,21,123,295
2067069,Josip Pirmajer,Moški,,1944,74,Mrtev,13,223,1,107,154,755
2071744,Dragotin Dežman,Moški,Idrija,1821,78,Mrtev,41,41,142,172,1088,1349
2074921,Peter Florjančič,Moški,Bled,1919,100,Živ,367,201,17,14,337,443
2080937,Zoran Ubavič,Moški,,1965,50,Mrtev,29,41,28,44,239,310
2081084,Stane Kavčič,Moški,Ljubljana,1919,67,Mrtev,190,129,43,31,606,324
2081618,Boris Kraigher,Moški,Sveta Trojica v Slovenskih goricah,1914,52,Mrtev,146,64,56,31,783,93
2092750,Gašper Kopitar,Moški,Jesenice,1992,27,Živ,8,214,7,8,370,696
2092911,Vinko Ošlak,Moški,Slovenj Gradec,1947,72,Živ,38,39,35,18,815,532
2093546,Aleš Mertelj,Moški,Kranj,1987,32,Živ,24,70,6,48,172,348
2097345,Tomaž Razingar,Moški,Jesenice,1979,40,Živ,21,60,80,43,937,200
2107611,Rok Drakšič,Moški,,1987,32,Živ,14,43,13,49,150,222
2110167,Primož Roglič,Moški,Trbovlje,1989,29,Živ,840,7716,99,342,364,2346
2112771,Anja Eržen,Ženska,,1992,26,Živ,4,22,7,40,77,308
2119646,Polona Batagelj,Ženska,Šempeter pri Gorici,1989,30,Živ,35,46,8,57,319,253
2121167,Katarina Marinič,Ženska,Deskle,1899,110,Mrtev,20,13,9,11,284,4890
2138787,Anton Lajovic,Moški,Vače,1878,81,Mrtev,71,53,301,9,1296,150
2154877,Risto Savin,Moški,Žalec,1859,89,Mrtev,52,41,77,10,514,314
2154996,Aljaž Sedej,Moški,Ljubljana,1988,31,Živ,6,24,7,23,86,176
2165261,DJ Umek,Moški,Ljubljana,1976,43,Živ,155,1243,22,111,3148,1468
2166258,Spasoje Bulajič,Moški,Slovenj Gradec,1975,43,Živ,19,85,44,58,166,500
2166268,Alojz Rebula,Moški,,1924,94,Mrtev,131,113,561,151,5858,2542
2194106,Anton Novačan,Moški,Zadobrova,1887,63,Mrtev,25,41,37,16,652,676
2214109,Denis Halilović,Moški,Slovenj Gradec,1986,33,Živ,15,48,3,32,73,192
2226789,Josip Kopinič,Moški,,1911,86,Mrtev,23,84,8,8,239,461
2228682,Saša Prokofjev,Ženska,Ljubljana,1971,47,Živ,17,10,4,19,100,126
2231223,Sašo Udovič,Moški,Ljubljana,1968,50,Živ,62,164,57,88,194,588
2236373,Sandro Bloudek,Moški,Maribor,1986,33,Živ,38,185,5,29,142,340
2239174,Robert Englaro,Moški,Novo mesto,1969,50,Živ,27,47,11,19,128,178
2254997,Iztok Puc,Moški,Slovenj Gradec,1966,45,Mrtev,106,233,26,109,362,2827
2256514,Primož Gliha,Moški,Ljubljana,1967,52,Živ,94,308,31,62,197,382
2260816,Matjaž Ceraj,Moški,,1983,36,Živ,3,39,6,25,72,55
2263124,Sebastian Skube,Moški,Novo mesto,1987,32,Živ,69,218,30,50,755,231
2266523,Boris Kobe,Moški,Ljubljana,1905,75,Mrtev,51,53,400,19,1825,300
2268845,Veno Pilon,Moški,Ajdovščina,1896,74,Mrtev,138,133,321,81,1195,348
2272606,Radivoj Krivokapić,Moški,Ljubljana,1953,66,Živ,19,41,3,19,53,92
2280312,Mitja Gaspari,Moški,Ljubljana,1951,67,Živ,52,62,266,22,1532,284
2281895,Rudi Hiti,Moški,,1946,72,Živ,39,70,98,26,1295,230
2282246,Zvest Apollonio,Moški,Koper,1935,73,Mrtev,40,55,318,249,1705,1793
2282792,Domen Lorbek,Moški,Kranj,1985,34,Živ,30,147,23,33,465,310
2291089,Uroš Slokar,Moški,Ljubljana,1983,36,Živ,51,356,41,131,579,843
2306993,Džoni Novak,Moški,Ljubljana,1969,50,Živ,89,421,44,123,270,744
2308816,Jožef Školč,Moški,Breginj,1960,59,Živ,93,54,432,33,2751,406
2324642,Gregor Golobič,Moški,Novo mesto,1964,55,Živ,114,73,294,138,1206,1127
2332578,Anton Malej,Moški,Ljubljana,1908,22,Mrtev,8,65,14,29,121,562
2339347,Ivan Grohar,Moški,,1867,43,Mrtev,336,208,67,75,690,934
2339787,Sebastjan Cimirotič,Moški,Ljubljana,1974,45,Živ,151,308,47,93,391,379
2345954,Marjan Rožanc,Moški,,1930,59,Mrtev,115,54,553,129,3663,1858
2345982,France Balantič,Moški,Kamnik,1921,21,Mrtev,151,95,133,135,1279,1192
2346395,Jaka Avšič,Moški,Ljubljana,1896,81,Mrtev,74,120,132,147,800,345
2353788,Josip Križaj,Moški,Kopriva,1911,37,Mrtev,69,42,8,69,1820,621
2357478,Lizika Jančar,Ženska,Maribor,1919,23,Mrtev,19,57,6,5,102,300
2362903,Rudolf Cvetko,Moški,Kranj,1880,97,Mrtev,43,50,19,54,393,284
2367359,Dejan Nemec,Moški,Murska Sobota,1977,42,Živ,27,79,38,50,192,290
2372001,Vesna Đukić,Ženska,Celje,1986,33,Živ,1,7,3,8,50,68
2372013,Anamari Velenšek,Ženska,Celje,1991,28,Živ,51,129,20,68,167,217
2372211,Raša Sraka,Ženska,Ljubljana,1979,40,Živ,132,126,21,42,866,142
2378116,Vuk Ćosić,Moški,Beograd,1966,53,Živ,19,307,5,30,96,1059
2380540,Viktor Avbelj,Moški,Prevoje pri Šentvidu,1914,79,Mrtev,81,71,51,31,490,103
2382320,Janez Strnad,Moški,Ljubljana,1934,81,Mrtev,82,85,175,34,1915,1684
2402238,Boris Gregorka,Moški,Brežice,1906,94,Mrtev,13,24,730,38,2096,734
2404888,Karlo Cossutta,Moški,,1932,67,Mrtev,8,143,3,22,226,1512
2410786,Denis Žvegelj,Moški,Jesenice,1972,47,Živ,25,75,26,29,227,654
2413729,Jakob Alešovec,Moški,Skaručna,1842,59,Mrtev,34,17,37,22,425,248
2419171,Armin Bačinovič,Moški,Maribor,1989,30,Živ,52,275,8,50,269,1069
2420571,Goran Sankovič,Moški,Celje,1979,40,Živ,12,58,29,40,223,277
2430383,Aljoša Žorga,Moški,Ljubljana,1947,72,Živ,25,71,18,57,156,247
2440588,Tomaž Pandur,Moški,Maribor,1963,53,Mrtev,217,143,342,120,2247,352
2440601,Tomaž Žemva,Moški,Kranj,1973,46,Živ,3,4,5,7,85,121
2441000,Matija Čop,Moški,Žirovnica,1797,38,Mrtev,592,167,150,63,2408,581
2444202,Jure Travner,Moški,Celje,1985,34,Živ,6,117,4,77,132,822
2452206,Ariel McDonald,Moški,,1972,47,Živ,32,336,5,119,227,844
2456412,Giliante D'Este,Moški,Izola,1910,86,Mrtev,0,23,3,141,101,503
2472077,Janez Zavrl,Moški,Ljubljana,1982,36,Živ,13,21,5,16,117,225
2472334,Zoran Dragić,Moški,Ljubljana,1989,30,Živ,123,3332,26,157,428,1543
2474110,Janko Kersnik,Moški,Brdo pri Lukovici,1852,44,Mrtev,614,139,176,96,784,715
2474664,Tomo Mahorič,Moški,Ljubljana,1965,54,Živ,27,94,6,20,160,106
2478801,Uroš Lajovic,Moški,Ljubljana,1944,75,Živ,36,117,308,130,2234,566
2497776,Rihard Jakopič,Moški,Ljubljana,1869,74,Mrtev,275,249,119,50,458,768
2506568,Ferdinand Seidl,Moški,Novo mesto,1856,86,Mrtev,31,28,13,5,533,294
2508496,Valentin Stanič,Moški,Bodrež,1774,73,Mrtev,45,53,38,53,1689,537
2512445,Veljko Rus,Moški,Višnja Gora,1929,88,Mrtev,45,28,21,21,1298,600
2517747,Igor Benedejčič,Moški,,1969,50,Živ,48,91,31,29,244,264
2524734,Vili Resnik,Moški,Ljubljana,1963,55,Živ,218,105,79,127,643,184
2531888,Rok Marguč,Moški,Celje,1986,33,Živ,22,27,11,48,299,257
2534734,Ivan Šusteršič,Moški,Ribnica,1863,62,Mrtev,42,64,36,28,288,464
2539082,Darijan Matič,Moški,Ljubljana,1983,36,Živ,15,42,7,42,136,199
2539126,Saša Gajser,Moški,Maribor,1974,45,Živ,56,87,52,75,349,377
2539609,Vinko Jelovac,Moški,,1948,71,Živ,42,233,54,146,423,598
2550686,Franc Serafin Metelko,Moški,Škocjan,1789,71,Mrtev,72,56,48,68,300,566
2557893,Stojan Puc,Moški,Novo mesto,1921,83,Mrtev,14,59,12,23,83,341
2568024,Cene Prevc,Moški,Kranj,1996,23,Živ,31,79,17,40,279,387
2570472,Marija Šestak,Ženska,Kragujevac,1979,40,Živ,246,291,21,72,246,443
2576166,Uroš Pavlovčič,Moški,Jesenice,1972,47,Živ,7,12,7,12,173,154
2579549,Gregor Balažic,Moški,Murska Sobota,1988,31,Živ,15,180,4,58,129,1326
2591356,Matej Ferjan,Moški,Ljubljana,1977,34,Mrtev,19,114,4,68,137,342
2596263,Maksimilijan Mihelčič,Moški,Ljubljana,1905,52,Mrtev,8,27,9,39,117,417
2604682,Aleksandar Rodić,Moški,,1979,39,Živ,42,194,6,67,179,546
2604829,Zmago Sagadin,Moški,Celje,1952,66,Živ,69,296,37,81,680,828
2607662,Danilo Lokar,Moški,Ajdovščina,1892,97,Mrtev,27,45,322,65,1474,600
2613011,Peter Šumi,Moški,Kranj,1895,85,Mrtev,10,20,12,105,179,627
2613196,Petra Rampre,Ženska,Ljubljana,1980,39,Živ,11,79,4,213,497,1009
2620536,Georg Mohr,Moški,Maribor,1965,54,Živ,14,62,16,15,137,164
2620838,Peter Vilfan,Moški,Maribor,1957,62,Živ,106,236,33,61,900,868
2626579,Marcos Tavares,Moški,Porto Alegre,1984,35,Živ,274,1293,57,185,598,2521
2631003,Valerio Perentin,Moški,Izola,1909,88,Mrtev,0,39,2,138,75,473
2631055,Renato Petronio,Moški,Piran,1891,85,Mrtev,1,169,3,145,81,477
2631064,Giovanni Delise,Moški,Izola,1907,39,Mrtev,0,18,2,134,65,433
2631737,Stane Derganc,Moški,Ljubljana,1893,88,Mrtev,16,54,20,80,181,508
2631761,Josip Primožič,Moški,Ljubljana,1900,85,Mrtev,21,60,515,170,2569,938
2634353,Ivo Daneu,Moški,Maribor,1937,82,Živ,118,1076,65,297,676,1227
2646442,Boško Boškovič,Moški,Koper,1969,50,Živ,35,80,6,13,120,287
2646595,Svetlana Makarovič,Ženska,Maribor,1939,80,Živ,1324,374,1405,140,7477,4135
2646918,Jani Pate,Moški,Ljubljana,1965,54,Živ,44,77,26,36,220,255
2662614,Gregor Urbas,Moški,,1982,36,Živ,7,68,9,148,397,944
2665806,Mladen Dabanovič,Moški,Maribor,1971,48,Živ,44,106,42,55,136,314
2666010,Andy Blueman,Moški,,1982,37,Živ,3,281,4,14,209,1864
2666127,Dejan Rusič,Moški,Krško,1982,36,Živ,9,38,6,36,132,259
2666422,Teodora Poštič,Ženska,Jesenice,1984,35,Živ,1,46,4,59,70,518
2666448,Miran Vodovnik,Moški,Maribor,1977,42,Živ,41,37,12,41,152,316
2675370,Ludvik Mrzel,Moški,Loka pri Zidanem Mostu,1904,67,Mrtev,30,27,32,11,301,612
2679318,Davo Karničar,Moški,Zgornje Jezersko,1962,56,Mrtev,1079,2799,734,32,2224,463
2679938,Vladimir Kokol,Moški,Maribor,1972,47,Živ,14,28,6,16,153,141
2680148,Alfred Jermaniš,Moški,,1967,52,Živ,29,129,6,21,159,248
2680191,Peter Binkovski,Moški,,1972,47,Živ,25,27,4,13,141,114
2696861,Damir Dugonjič,Moški,Ravne na Koroškem,1988,31,Živ,8,55,6,80,251,381
2698706,Radovan Žerjav,Moški,Maribor,1968,50,Živ,45,42,189,16,986,439
2711906,Muamer Vugdalič,Moški,Ljubljana,1977,42,Živ,48,60,35,54,307,376
2713817,Mirnes Šišić,Moški,Mostar,1981,38,Živ,25,243,7,46,544,684
2719753,France Cukjati,Moški,Šentgotard,1943,76,Živ,76,55,363,107,1669,465
2731993,Jan Koprivec,Moški,Koper,1988,31,Živ,12,561,5,84,320,612
2741665,Žiga Svete,Moški,Bled,1985,34,Živ,1,18,9,6,498,123
2745381,Fabijan Cipot,Moški,Murska Sobota,1976,43,Živ,39,81,8,14,125,397
2757381,Nina Ivanišin,Ženska,Maribor,1985,34,Živ,115,365,11,27,214,412
2778880,Nicolò Vittori,Moški,Izola,1909,79,Mrtev,1,21,3,143,75,498
2790169,Nejc Skubic,Moški,Ljubljana,1989,30,Živ,41,317,3,70,170,348
2803741,Katarina Čas,Ženska,Slovenj Gradec,1976,43,Živ,244,2836,24,32,433,508
2813367,Peter Kauzer,Moški,Trbovlje,1983,36,Živ,62,153,68,130,614,1037
2831887,Albin Felc,Moški,Jesenice,1941,78,Živ,20,42,41,15,280,225
2832652,Alen Šket,Moški,Slovenska Bistrica,1988,31,Živ,552,847,5,26,90,282
2832654,Alen Pajenk,Moški,Maribor,1986,33,Živ,1412,1865,5,24,132,443
2832666,Alenka Godec,Ženska,Ljubljana,1964,54,Živ,81,326,90,20,1101,665
2834991,Desa Muck,Ženska,Ljubljana,1955,64,Živ,1164,176,171,9,2005,528
2837351,Aljaž Pegan,Moški,Ljubljana,1974,45,Živ,70,132,56,124,379,573
2840063,Maruša Ferk,Ženska,Blejska Dobrava,1988,31,Živ,27,41,30,56,1208,356
2846260,Andraž Vehovar,Moški,Ljubljana,1972,47,Živ,10,40,49,64,204,416
